property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2,2,2,11.0,New property,1166.0,0,0,0,0,0,2,49
flat,bestech park view city,sector 48,1.76,9910.0,3,3,3+,9.0,Moderate Old,1576.0,0,1,0,1,0,2,158
flat,microtek greenburg,sector 86,1.45,9797.0,3,2,3,8.0,Relatively Old,1480.0,0,0,0,0,0,0,72
flat,tulip violet,sector 69,1.4,8855.0,3,3,2,9.0,Relatively Old,1428.0,0,0,0,1,0,1,120
flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively Old,3925.0,1,1,1,0,0,2,158
flat,bestech park view spa next,sector 67,2.72,11574.0,4,4,3+,0.0,Relatively Old,2250.0,0,1,0,1,0,2,128
flat,signature global orchard avenue,sector 93,0.4,7353.0,2,2,2,11.0,New property,604.0,0,0,0,0,0,1,37
flat,capital residences 360,sector 70a,1.1,7586.0,2,2,3+,8.0,New property,1312.0,0,0,0,0,0,1,60
flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New property,1180.0,0,0,0,0,0,2,110
flat,eldeco accolade,sohna road,0.95,6177.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,1,72
house,vipul tatvam villa,sector 48,19.5,22222.0,5,6,3,2.0,Moderate Old,8775.0,1,1,1,1,0,2,110
flat,experion windchants,sector 112,5.6,11530.0,4,6,3+,15.0,Moderate Old,3662.34,0,1,0,0,0,2,157
flat,tarc maceo,sector 91,0.96,5411.0,2,2,3+,8.0,Moderate Old,1271.0,0,0,0,0,0,1,85
flat,dlf the ultima,sector 81,2.34,11185.0,3,4,3+,14.0,Relatively Old,1760.0,0,1,0,0,0,0,174
flat,bhawna cghs,sector 43,3.25,10156.0,4,4,3+,12.0,Moderate Old,3115.0,0,0,0,1,0,2,119
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,3.0,Relatively Old,1310.0,1,1,0,0,0,1,49
flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,1,76
house,independent,sector 36,0.75,6938.0,3,1,0,1.0,New property,1081.0,0,0,0,0,0,1,0
house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New property,3240.0,1,1,0,1,0,2,153
flat,bestech park view residency,sector 2,0.98,6262.0,2,2,3,14.0,Moderate Old,1416.0,1,0,0,0,0,1,92
flat,tulip violet,sector 69,1.66,10134.0,3,3,2,0.0,Relatively Old,1482.0,0,0,0,0,0,1,157
flat,smriti apartment,sector 56,0.52,10656.0,1,1,1,1.0,Old property,475.0,0,0,0,0,0,1,34
flat,eldeco accolade,sohna road,0.66,5181.0,2,2,3,12.0,Relatively Old,978.0,0,0,0,1,0,1,49
house,independent,sector 12,0.7,4118.0,4,4,1,2.0,Moderate Old,1700.0,0,0,0,0,0,1,0
house,ansals palam vihar,sector 2,9.0,19231.0,5,5,2,2.0,Old property,4680.0,1,1,1,1,0,0,110
flat,ss the leaf,sector 85,1.2,10453.0,2,2,3+,2.0,Relatively Old,1380.0,0,0,1,0,0,1,156
flat,avl 36 gurgaon,sector 36a,0.36,9000.0,1,1,1,7.0,Relatively Old,407.0,0,0,0,0,0,1,95
house,independent,sector 5,3.5,15556.0,6,5,2,3.0,Old property,2250.0,1,1,0,1,1,0,155
flat,bestech park view spa next,sector 67,2.35,12145.0,3,4,3+,14.0,Moderate Old,1751.0,0,1,0,0,0,2,156
flat,capital residences 360,sector 70a,1.51,7642.0,3,3,3,7.0,Relatively Old,1788.0,0,1,0,0,0,1,49
flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderate Old,1100.0,0,0,0,1,0,2,119
flat,godrej air,sector 85,1.05,10606.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,1,45
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderate Old,1787.0,0,1,0,0,0,2,31
house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderate Old,1800.0,0,1,0,1,0,2,112
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,867.0,0,0,0,0,0,1,45
flat,paras dews,sector 106,0.88,6354.0,2,2,3+,1.0,Relatively Old,940.0,0,0,0,0,0,1,49
flat,bptp park generations,sector 37d,1.5,9868.0,3,2,3+,17.0,Relatively Old,1376.0,0,0,0,0,0,1,42
flat,ats kocoon,sector 109,1.75,10029.0,3,3,3,10.0,Relatively Old,1550.0,0,0,0,1,0,2,49
flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively Old,1435.0,0,0,0,0,0,1,66
flat,m3m merlin,sector 67,3.0,14656.0,3,3,3+,4.0,Relatively Old,2047.0,0,0,1,0,0,2,174
flat,gls arawali homes,sohna road,0.28,4308.0,2,2,2,12.0,New property,588.0,0,0,0,0,0,1,0
flat,signature global park,sohna road,0.56,6813.0,2,2,3,3.0,New property,913.0,0,0,0,0,0,1,111
house,independent,sector 12,3.71,19818.0,3,3,1,4.0,Moderate Old,1872.0,0,0,0,1,0,1,0
flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New property,2006.0,0,1,0,0,0,1,72
flat,corona optus,sector 37c,1.25,8929.0,3,3,3,2.0,Relatively Old,1563.0,1,0,0,0,0,1,49
flat,ats triumph,sector 104,2.0,8734.0,3,4,3+,4.0,Relatively Old,2072.0,0,1,0,0,0,1,60
flat,signature global solera,sector 107,0.35,6494.0,2,2,2,8.0,Relatively Old,608.0,0,0,0,0,0,1,45
flat,ats kocoon,sector 109,2.15,10263.0,3,4,3,9.0,Relatively Old,1896.0,0,1,0,0,0,1,97
flat,emaar mgf palm hills,sector 77,1.64,8410.0,4,3,3,9.0,Relatively Old,1765.0,0,1,0,0,0,1,102
house,independent,sector 4,0.85,7522.0,3,3,0,1.0,Moderate Old,1130.0,0,0,0,0,0,1,0
flat,malibu towne,sector 47,2.4,10000.0,3,3,0,0.0,Moderate Old,2667.0,0,0,0,0,0,2,22
house,independent,sector 13,4.5,9091.0,4,5,2,2.0,Old property,4950.0,0,0,0,0,0,1,0
flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2,2,2,6.0,Relatively Old,1300.0,0,0,0,0,0,1,120
flat,emaar gurgaon greens,sector 102,1.38,13490.0,3,3,3,6.0,Relatively Old,1315.0,0,1,0,0,0,2,128
house,dlf city plots phase 2,sector 25,15.5,34307.0,5,6,3+,3.0,Moderate Old,4518.0,1,1,1,1,0,1,144
flat,chd avenue,sector 71,1.35,5745.0,4,4,3,8.0,Moderate Old,2127.0,0,1,0,0,0,1,26
flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4,4,3+,2.0,Relatively Old,1975.0,0,1,0,0,0,1,87
flat,breez global hill view,sohna road,0.32,5776.0,2,2,2,19.0,Relatively Old,616.0,0,0,0,0,0,2,21
flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively Old,1201.0,0,0,0,1,0,1,174
flat,signature global solera,sector 107,0.36,6569.0,2,2,1,9.0,Relatively Old,496.0,0,0,0,0,0,1,28
flat,m3m soulitude,sector 89,1.0,9066.0,2,2,2,2.0,New property,1226.0,1,0,0,0,0,1,49
flat,breez global hill view,sohna road,0.35,5319.0,2,2,2,18.0,New property,658.0,0,0,0,0,0,1,15
flat,vipul world floors,sector 48,4.3,13871.0,4,5,3+,4.0,New property,3444.0,1,1,0,1,0,1,88
flat,ireo the corridors,sector 67a,1.7,9844.0,3,3,2,10.0,New property,1346.0,0,1,0,0,1,2,44
flat,tulip violet,sector 69,1.36,8843.0,3,3,1,12.0,Relatively Old,1392.0,0,0,0,1,0,1,86
house,ansal sushant lok 2,sector 56,3.4,22222.0,6,6,3+,2.0,Moderate Old,1530.0,0,0,0,0,0,2,29
house,independent,sector 67,3.0,11905.0,4,4,0,3.0,Moderate Old,2800.0,0,0,0,0,0,1,0
house,independent,sector 43,14.0,39886.0,9,9,3+,4.0,Moderate Old,3510.0,0,1,0,0,0,1,7
flat,sobha city,sector 108,3.95,16859.0,3,5,2,15.0,New property,2343.0,0,1,0,0,0,1,118
house,dlf the grove,sector 54,5.7,23457.0,4,4,0,1.0,Moderate Old,2430.0,0,0,0,0,0,1,46
flat,dlf new town heights,sector 90,1.65,5684.0,4,4,3+,7.0,Moderate Old,2468.0,0,0,0,0,0,1,117
flat,ansals duplex flat,sector 2,0.95,7308.0,2,3,2,1.0,Old property,1444.0,1,0,0,0,0,2,20
flat,dlf new town heights,sector 90,1.25,6477.0,3,3,3+,6.0,Relatively Old,1929.0,0,1,0,1,0,1,136
flat,indiabulls enigma,sector 110,3.79,9896.0,5,5,3,4.0,Relatively Old,3466.0,0,1,0,0,1,1,125
house,my home,sector 110,0.34,12593.0,2,2,2,3.0,Moderate Old,270.0,0,0,0,0,0,1,22
house,independent,sector 24,3.5,32407.0,2,4,3,3.0,Old property,1080.0,0,0,0,0,0,1,15
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3,3,3,10.0,Relatively Old,1465.0,1,1,0,1,1,1,49
house,bptp pedestal,sector 70a,0.9,7582.0,2,2,3+,3.0,New property,1319.0,0,1,0,0,1,1,153
flat,smart world orchard,sector 61,1.58,13739.0,2,2,2,3.0,New property,1278.0,1,0,0,0,0,1,15
flat,gls avenue 51,sector 92,0.5,7812.0,3,3,1,0.0,Relatively Old,579.0,0,0,0,0,0,1,0
house,independent,sector 48,5.5,23504.0,4,4,2,2.0,Relatively Old,2340.0,0,1,0,0,0,2,22
flat,lotus homz,sector 111,0.36,8889.0,1,1,1,10.0,Relatively Old,450.0,0,0,0,0,0,1,44
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Relatively Old,1889.0,0,0,0,0,0,1,157
house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,3.0,Moderate Old,3600.0,1,1,1,1,0,2,151
flat,malibu towers,sector 47,2.45,10699.0,3,4,2,1.0,Old property,2544.0,1,0,0,0,0,2,42
flat,tulip violet,sector 69,2.05,9951.0,4,4,2,0.0,Relatively Old,1889.0,0,0,0,0,0,1,157
flat,ats triumph,sector 104,4.45,6846.0,4,5,3+,27.0,Relatively Old,7222.0,0,0,0,0,0,1,110
flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,2,2,3,14.0,Relatively Old,1368.0,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,2.4,10825.0,3,4,3+,5.0,Relatively Old,1940.0,0,1,0,0,0,1,49
house,independent,sector 21,0.6,6173.0,3,3,2,3.0,Old property,972.0,0,0,0,0,0,1,0
house,independent,sector 26,17.0,37627.0,5,5,3+,2.0,Relatively Old,4518.0,1,1,1,1,0,2,124
flat,sobha city,sector 108,2.5,14611.0,3,3,2,19.0,New property,1480.0,0,0,0,0,0,1,166
flat,ardee city,sector 52,1.5,9146.0,4,4,3,3.0,Old property,1484.0,0,0,0,0,0,1,65
flat,umang monsoon breeze,sector 78,1.15,5285.0,3,3,3,9.0,Moderate Old,1969.0,0,1,0,0,1,1,22
flat,signature global solera,sector 107,0.28,5833.0,2,2,2,0.0,Relatively Old,543.0,0,0,0,0,0,1,45
flat,signature global park 4,sector 36,0.85,11333.0,3,2,3,1.0,New property,833.0,0,0,0,0,0,1,33
flat,dlf the ultima,sector 81,3.45,12357.0,4,4,3+,25.0,Moderate Old,2527.0,0,1,0,0,0,1,67
flat,tata primanti,sector 72,4.25,13077.0,4,4,3+,0.0,Relatively Old,2941.0,0,1,0,0,0,2,174
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New property,1423.0,0,0,0,0,0,1,45
flat,signature global grand iva,sector 103,0.5,6250.0,2,2,2,10.0,Relatively Old,698.0,0,0,0,0,0,1,8
flat,godrej oasis,sector 88a,1.45,8367.0,2,2,3+,9.0,Relatively Old,133.0,1,0,0,0,0,0,85
flat,emaar mgf the palm drive,sector 66,2.8,14359.0,3,3,2,12.0,New property,1950.0,1,1,0,1,0,0,69
house,independent,sector 23,2.8,17983.0,5,5,3+,2.0,Old property,1557.0,0,0,0,1,0,2,74
house,international city by sobha phase 1,sector 109,6.75,10838.0,4,4,3+,2.0,New property,6228.0,0,1,0,1,0,1,130
house,independent,sector 7,1.15,8519.0,5,3,2,2.0,Old property,1350.0,0,0,0,1,0,1,15
flat,signature global rosellia,sector 95,0.45,8755.0,2,2,2,14.0,New property,571.0,0,0,0,0,0,1,24
flat,dlf new town heights,sector 91,1.75,7403.0,4,4,3+,9.0,Relatively Old,2139.0,0,1,0,1,0,1,88
flat,vatika gurgaon,sector 83,1.1,6162.0,3,3,3+,5.0,Relatively Old,1600.0,0,0,0,0,0,2,96
flat,pareena mi casa,sector 68,1.7,8504.0,4,4,3,2.0,New property,1809.0,0,0,0,0,0,1,47
flat,raheja the vedaanta floors,sector 108,0.7,4522.0,2,2,3,1.0,Moderate Old,1720.0,0,0,0,0,0,2,0
flat,bestech park view residency,sector 2,1.51,7869.0,3,4,3+,7.0,Moderate Old,1738.0,0,1,0,0,0,2,84
flat,pyramid urban homes 2,sector 86,0.44,7321.0,2,2,2,6.0,Relatively Old,668.0,0,0,0,0,0,2,63
flat,adani m2k oyster grande,sector 102,2.35,8468.0,3,3,3,14.0,Relatively Old,2351.0,1,1,0,0,0,2,165
flat,godrej summit,sector 104,1.75,7530.0,4,5,3+,1.0,New property,2582.0,0,1,0,0,0,1,60
flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,Relatively Old,1783.0,0,0,0,0,0,1,86
flat,ansal heights,sector 92,0.6,4545.0,2,2,3,11.0,Under Construction,1195.0,0,0,0,0,1,1,23
flat,guru gram haryana cghs,sector 56,1.38,7225.0,3,3,3,5.0,Moderate Old,1910.0,1,0,0,0,0,2,134
flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Relatively Old,1765.0,0,1,0,0,0,1,165
house,independent,sector 26,4.45,35178.0,4,4,3,3.0,Old property,1265.0,0,0,0,0,0,1,25
house,independent,sector 31,3.25,22429.0,4,4,3+,3.0,Moderate Old,1449.0,1,1,1,1,0,2,29
flat,supertech basera,sector 79,0.36,7643.0,2,2,1,4.0,New property,546.0,0,0,0,0,0,1,60
flat,dlf the belaire,sector 54,7.0,23333.0,4,6,3+,12.0,Moderate Old,2715.0,0,1,1,1,0,2,108
flat,emaar palm gardens,sector 83,1.4,9675.0,3,3,3,11.0,Relatively Old,1582.0,0,1,0,0,0,0,58
flat,the close north,sector 50,2.35,11228.0,3,3,3,8.0,Moderate Old,2000.0,0,0,1,0,0,2,149
flat,ss the leaf,sector 85,2.15,10925.0,4,5,3+,6.0,Relatively Old,2366.0,0,1,0,0,0,1,156
flat,sobha city,sector 108,2.95,14728.0,3,4,2,12.0,Relatively Old,2003.0,0,0,0,0,0,1,49
flat,godrej habitat,sector 3,1.1,10407.0,2,2,2,14.0,Under Construction,956.0,0,0,0,0,0,1,60
house,independent,sector 47,4.3,29312.0,3,4,2,2.0,Moderate Old,1467.0,0,0,0,0,1,1,0
flat,umang monsoon breeze,sector 78,1.25,5000.0,4,4,3,2.0,Relatively Old,2300.0,0,1,0,1,1,1,57
flat,raheja revanta,sector 78,1.2,10017.0,1,2,2,32.0,Under Construction,823.0,0,0,0,0,0,1,39
house,independent,sector 105,9.9,49500.0,2,2,2,3.0,Moderate Old,2000.0,0,0,0,0,0,1,0
flat,la vida by tata housing,sector 113,3.35,16750.0,3,4,3+,12.0,New property,2200.0,1,1,0,0,0,1,174
flat,bptp astaire gardens,sector 70a,1.8,9351.0,3,3,3,3.0,Relatively Old,1925.0,1,0,0,0,0,1,135
house,nirvana cedar crest,sector 50,7.1,32870.0,5,4,3,2.0,Moderate Old,2160.0,1,0,1,1,0,2,110
flat,supertech araville,sector 79,0.71,5521.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,1,0
flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1.0,New property,1624.0,0,1,1,0,0,2,139
flat,krrish florence estate,sector 70,1.25,6702.0,3,3,3,18.0,Under Construction,1688.0,0,0,0,0,0,1,51
flat,ireo victory valley,sector 67,2.87,11904.0,3,3,3+,16.0,Relatively Old,2095.0,0,1,0,0,0,2,174
flat,smart world orchard,sector 61,2.2,13497.0,3,3,2,3.0,Under Construction,1811.0,0,0,0,0,0,1,16
flat,ats kocoon,sector 109,1.65,10645.0,3,3,3,19.0,Relatively Old,1650.0,0,0,1,0,0,2,159
flat,emaar palm gardens,sector 83,1.4,8140.0,3,3,3,2.0,Relatively Old,1387.0,1,1,1,1,0,2,174
flat,umang winter hills,sector 77,1.4,6341.0,3,3,3,10.0,Relatively Old,1735.0,0,0,0,0,0,1,28
house,ansal sushant lok plots,sector 43,5.8,29974.0,6,6,3,2.0,Relatively Old,1935.0,0,1,0,0,1,2,49
flat,tata gurgaon gateway,sector 113,3.21,11823.0,3,3,3,9.0,New property,2281.0,0,0,0,0,0,1,49
house,independent,sector 3,0.9,10000.0,3,4,3,3.0,Moderate Old,3500.0,0,0,0,0,1,2,42
house,tata primanti,sector 72,8.5,13492.0,5,6,3+,10.0,Relatively Old,6300.0,1,1,1,1,0,2,145
flat,sapphire eighty three,sector 83,0.4,8547.0,1,1,1,6.0,Relatively Old,520.0,0,0,0,0,0,0,52
flat,ireo victory valley,sector 67,2.95,12236.0,3,3,3,10.0,Relatively Old,2150.0,0,1,0,0,0,2,174
flat,siddhartha apartment,sector 95,1.1,4327.0,4,3,3,9.0,Relatively Old,2824.0,0,1,0,0,1,1,22
flat,ild greens,sector 37c,1.0,4724.0,3,3,3,3.0,Under Construction,1629.0,0,0,0,0,0,1,51
flat,vatika the seven lamps,sector 82,1.0,5924.0,2,2,2,11.0,Relatively Old,1299.0,1,0,0,0,0,2,90
flat,green campus chs,manesar,0.92,4023.0,3,3,3+,8.0,Moderate Old,1924.0,0,1,0,0,0,1,5
flat,ramsons kshitij,sector 95,0.45,4592.0,2,2,1,2.0,Relatively Old,887.0,1,0,0,0,0,1,89
flat,shree vardhman flora,sector 90,1.25,4854.0,4,5,2,8.0,Relatively Old,2330.0,1,1,0,0,0,1,165
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively Old,1493.0,1,1,0,0,0,2,168
flat,tulip violet,sector 69,1.4,9103.0,3,3,1,12.0,Relatively Old,1392.0,0,0,0,0,0,2,157
flat,sidhartha ncr one,sector 95,0.55,5556.0,2,2,3,15.0,New property,990.0,0,0,0,0,0,1,0
house,independent,sector 105,0.74,7400.0,3,3,0,2.0,Moderate Old,1000.0,0,0,0,0,0,1,0
flat,dlf the crest,sector 54,11.0,35223.0,4,6,3,7.0,Relatively Old,2826.0,0,1,0,0,0,0,125
house,independent,sector 39,1.8,21871.0,1,1,2,3.0,Relatively Old,800.0,0,0,0,0,0,1,0
flat,sare crescent parc,sector 92,1.0,5128.0,4,3,2,1.0,Relatively Old,2167.0,0,0,0,0,0,1,49
flat,shree vardhman flora,sector 90,0.65,5000.0,2,2,2,12.0,Old property,1176.0,1,0,0,0,0,1,103
flat,godrej,sector 79,1.3,8270.0,2,2,3,3.0,New property,1423.0,1,0,0,0,0,1,49
flat,indiabulls enigma,sector 110,3.49,10265.0,4,5,3,7.0,Relatively Old,3077.0,0,1,0,0,0,1,165
house,uppal southend,sector 49,6.75,32328.0,4,4,3,3.0,Relatively Old,2088.0,0,1,0,0,0,2,26
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2,2,2,0.0,Under Construction,1017.0,0,0,0,0,0,1,49
flat,dlf regency park,sector 28,2.26,13697.0,3,3,2,19.0,Old property,1700.0,0,1,0,0,0,1,158
flat,sobha smriti apartments,sector 56,0.5,8333.0,1,1,2,3.0,Old property,667.0,0,0,0,0,0,1,0
flat,smart world orchard,sector 61,2.54,15497.0,3,3,3,2.0,Under Construction,1639.0,0,0,1,0,0,1,16
flat,godrej,sector 79,2.0,8475.0,3,4,3+,9.0,Relatively Old,1963.0,0,1,0,0,0,1,108
flat,shree vardhman flora,sector 90,0.95,6333.0,3,3,3,9.0,Relatively Old,1667.0,0,1,0,0,0,1,90
flat,godrej,sector 79,1.12,7147.0,2,2,3,6.0,Relatively Old,1325.0,1,0,0,0,0,1,49
flat,bestech park view residency,sector 2,1.01,7138.0,2,2,3,0.0,Moderate Old,1281.0,0,0,0,0,0,1,92
flat,puri emerald bay,sector 104,2.3,9388.0,3,4,3+,10.0,Moderate Old,2217.0,0,1,0,0,0,1,101
flat,ss hibiscus,sector 50,6.0,12272.0,4,3,3,5.0,Moderate Old,3982.0,0,1,0,0,0,1,31
house,emaar mgf marbella,sector 66,12.0,37037.0,5,5,3+,3.0,New property,3240.0,0,1,1,1,0,2,106
flat,sare crescent parc,sector 92,0.92,4855.0,4,5,3+,14.0,Moderate Old,1895.0,0,0,0,0,0,2,131
flat,m3m capital,sector 113,3.25,14143.0,4,4,3+,34.0,Under Construction,2553.0,1,1,0,1,0,1,115
flat,dlf regal gardens,sector 90,1.76,7946.0,4,4,3+,8.0,Relatively Old,2020.0,0,0,0,0,0,2,135
flat,tulip violet,sector 69,1.75,8706.0,4,4,2,10.0,Relatively Old,1819.0,0,0,0,0,0,2,109
house,independent,sector 43,5.25,27132.0,4,4,2,2.0,Old property,1935.0,1,1,0,0,0,2,80
house,independent,sector 43,2.5,2885.0,7,7,3,4.0,Relatively Old,963.0,0,0,0,0,1,2,20
flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,14.0,Relatively Old,515.0,0,0,0,0,0,1,38
flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Relatively Old,1765.0,0,1,0,0,0,1,165
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2,2,2,14.0,Relatively Old,915.0,0,0,0,0,0,1,0
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4,3,3,1.0,Relatively Old,2111.0,0,0,0,0,0,2,49
house,independent,sector 4,0.47,10609.0,2,2,1,2.0,New property,50.0,1,0,0,0,0,2,73
flat,paras dews,sector 106,0.95,6859.0,2,2,3+,2.0,Relatively Old,940.0,0,0,0,0,0,1,49
flat,tulip violet,sector 69,1.37,8908.0,3,3,1,12.0,Relatively Old,1392.0,0,0,0,0,0,1,116
flat,breez global hill view,sohna road,0.35,6318.0,2,2,2,14.0,New property,616.0,0,0,0,0,0,1,53
flat,dlf the primus,sector 82a,1.8,13846.0,3,3,3+,10.0,Relatively Old,1545.0,0,1,0,0,0,0,174
house,sneh vihar,sohna road road,1.35,10000.0,5,5,3+,4.0,Relatively Old,1350.0,0,0,0,0,0,1,0
flat,the close north,sector 50,2.51,11992.0,3,3,3,11.0,Moderate Old,2093.0,0,0,1,1,0,2,109
flat,vidya apartment,sector 3 phase 3 extension,0.22,4207.0,2,2,1,1.0,Relatively Old,570.0,0,0,0,0,1,0,36
flat,m3m skywalk,sector 74,2.45,12141.0,3,3,3+,25.0,Relatively Old,1800.0,1,0,0,0,0,1,137
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively Old,1100.0,0,0,0,0,0,1,54
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,New property,1529.0,0,0,0,0,0,1,100
house,independent,sector 46,2.2,24202.0,3,3,2,3.0,Old property,909.0,0,0,1,0,0,2,56
flat,dlf regency park,sector 28,1.91,16609.0,2,2,2,11.0,New property,1278.0,0,0,0,0,0,0,98
flat,eldeco accolade,sohna road,0.95,6543.0,2,2,3+,6.0,New property,1129.0,1,0,0,0,0,2,56
flat,smart world gems,sector 89,0.88,7978.0,2,2,0,2.0,New property,1103.0,0,0,0,0,0,1,45
house,vipul tatvam villa,sector 48,7.69,24069.0,4,5,3,2.0,Moderate Old,3195.0,1,1,1,1,0,2,110
flat,umang monsoon breeze,sector 78,1.1,5055.0,3,3,3+,9.0,Old property,2176.0,0,1,0,0,0,1,80
house,independent,sector 13,0.9,11465.0,2,4,3,3.0,Moderate Old,785.0,1,1,0,1,1,1,0
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively Old,1419.0,0,0,0,1,0,2,86
flat,shree vardhman victoria,sector 70,1.9,9744.0,3,3,3,10.0,New property,1765.0,0,1,1,1,1,1,36
flat,conscient elevate,sector 59,4.25,18519.0,3,4,3,3.0,Under Construction,2077.0,0,0,0,0,0,1,0
house,independent,sector 26,4.5,33333.0,5,5,3+,2.0,Old property,1350.0,0,0,0,0,0,1,7
flat,central park flower valley,sohna road,1.2,6742.0,3,3,0,11.0,Relatively Old,1780.0,0,0,0,0,0,1,66
flat,dlf the ultima,sector 81,2.2,11190.0,3,4,3+,7.0,Relatively Old,1900.0,0,1,0,0,0,0,104
house,eros rosewood city,sector 49,4.05,20769.0,3,3,3,2.0,Moderate Old,2000.0,0,1,1,0,0,1,46
house,independent,sector 55,3.1,20026.0,5,4,3+,2.0,Moderate Old,1548.0,0,1,1,0,0,2,59
flat,m3m skywalk,sector 74,1.55,13790.0,2,2,3+,18.0,Relatively Old,1300.0,0,0,0,0,1,1,137
flat,nbcc heights,sector 89,1.5,7059.0,3,3,3,8.0,Relatively Old,1923.0,1,1,0,0,0,1,105
house,not applicable,sector 4,0.65,13000.0,2,1,1,3.0,Moderate Old,500.0,0,0,0,0,0,1,7
flat,godrej oasis,sector 88a,1.5,8108.0,3,3,3+,11.0,New property,1674.0,0,0,0,0,0,1,39
flat,unitech the residences,sector 33,1.1,9910.0,2,2,3,9.0,Moderate Old,1100.0,0,0,0,0,0,2,44
house,international city by sobha phase 1,sector 109,5.85,26423.0,4,5,3+,2.0,Relatively Old,2214.0,0,1,0,0,0,2,85
flat,mapsko casa bella,sector 82,1.75,6903.0,4,5,3+,1.0,Relatively Old,2535.0,0,0,0,0,0,1,54
house,independent,sector 28,1.39,11583.0,2,2,1,3.0,Old property,1450.0,0,0,1,0,0,1,37
flat,sahara grace,sector 28,5.5,14612.0,4,5,3+,5.0,Moderate Old,3406.0,0,1,0,0,1,2,8
flat,emaar mgf the palm drive,sector 66,3.2,17778.0,3,3,3,12.0,Relatively Old,1800.0,1,1,1,1,0,1,117
flat,tulip orange,sector 70,1.0,10309.0,3,2,2,3.0,Moderate Old,1078.0,0,0,0,0,0,1,58
house,independent,sector 47,5.15,26615.0,3,9,3+,3.0,Relatively Old,1935.0,0,0,1,0,0,2,75
flat,bestech park view ananda,sector 81,0.88,8044.0,2,2,3,8.0,Relatively Old,1223.0,1,0,0,0,0,2,95
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively Old,2003.0,0,0,0,0,0,1,108
flat,sare green parc 2,sector 92,0.75,4744.0,3,3,3,2.0,Relatively Old,1415.0,0,0,0,0,1,2,49
house,independent,sector 56,7.25,29340.0,8,8,3+,0.0,Moderate Old,2471.0,0,0,0,0,0,2,24
house,independent,sector 13,0.45,4808.0,1,1,0,1.0,Old property,936.0,0,0,0,0,0,1,0
flat,godrej icon,sector 88a,1.62,10019.0,3,2,3+,10.0,Relatively Old,1463.0,1,0,0,0,0,0,49
house,unitech espace,sector 50,11.5,35494.0,5,6,0,1.0,Moderate Old,3240.0,0,0,0,0,0,1,0
house,independent,sector 57,3.6,20833.0,4,4,2,2.0,Old property,1728.0,1,1,1,1,0,1,110
house,independent,sector 46,3.6,24845.0,5,5,3+,3.0,Moderate Old,1449.0,0,1,0,0,0,2,75
flat,m3m heights,sector 65,2.01,13499.0,2,2,3,8.0,New property,1482.0,1,0,0,0,0,1,44
flat,gls avenue 51,sector 92,0.21,6954.0,1,1,1,0.0,Relatively Old,336.0,0,0,0,0,0,1,63
